Event,Actual,Prior,Freq.,Date,Time,Surv(M),Std Dev,nn-surprise,Surprise,DateTime
Initial Jobless Claims,334.0,322k,W,2007-08-30,07:30:00,320.0,6,14.0,0.9906266888172616,2007-08-30 07:30:00
U. of Mich. Sentiment,83.4,83.3,M,2007-08-31,09:00:00,82.5,1.19,0.9000000000000057,0.31160251845802645,2007-08-31 09:00:00
ISM Manufacturing,52.9,53.8,M,2007-09-04,09:00:00,53.0,0.97,-0.10000000000000142,-0.053624355026790346,2007-09-04 09:00:00
Initial Jobless Claims,318.0,334k,W,2007-09-06,07:30:00,330.0,5.53,-12.0,-0.8495188344353801,2007-09-06 07:30:00
Change in Nonfarm Payrolls,-4.0,92k,M,2007-09-07,07:30:00,100.0,21.02,-104.0,-1.6116402124460019,2007-09-07 07:30:00
Unemployment Rate,0.046,0.046,M,2007-09-07,07:30:00,0.046,0.06,0.0,0.0,2007-09-07 07:30:00
Initial Jobless Claims,319.0,318k,W,2007-09-13,07:30:00,325.0,5.98,-6.0,-0.4255053926863207,2007-09-13 07:30:00
Industrial Production MoM,0.002,0.003,M,2007-09-14,08:15:00,0.003,0.16,-0.001,-0.0014808335183644392,2007-09-14 08:15:00
U. of Mich. Sentiment,83.8,83.4,M,2007-09-14,09:00:00,83.5,1.21,0.29999999999999716,0.10484984252597157,2007-09-14 09:00:00
PPI Ex Food and Energy MoM,0.002,0.001,M,2007-09-18,07:30:00,0.001,0.07,0.001,0.0014809844610703495,2007-09-18 07:30:00
CPI Ex Food and Energy YoY,0.021,0.022,M,2007-09-19,07:30:00,0.022,0.08,-0.0009999999999999974,-0.0012490791385528924,2007-09-19 07:30:00
Initial Jobless Claims,311.0,319k,W,2007-09-20,07:30:00,321.0,5.2,-10.0,-0.7098897036016943,2007-09-20 07:30:00
GDP Annualized QoQ,0.038,0.04,Q,2007-09-27,07:30:00,0.038,0.12,0.0,0.0,2007-09-27 07:30:00
Initial Jobless Claims,298.0,311k,W,2007-09-27,07:30:00,316.0,5.06,-18.0,-1.275836186349774,2007-09-27 07:30:00
U. of Mich. Sentiment,83.4,83.8,M,2007-09-28,09:00:00,84.0,0.87,-0.5999999999999943,-0.2116744656481569,2007-09-28 09:00:00
ISM Manufacturing,52.0,52.9,M,2007-10-01,09:00:00,52.6,0.72,-0.6000000000000014,-0.32404334996794254,2007-10-01 09:00:00
Initial Jobless Claims,317.0,298k,W,2007-10-04,07:30:00,310.0,4.92,7.0,0.4970178144837405,2007-10-04 07:30:00
Change in Nonfarm Payrolls,110.0,-4k,M,2007-10-05,07:30:00,100.0,26.62,10.0,0.1562354666281238,2007-10-05 07:30:00
Unemployment Rate,0.047,0.046,M,2007-10-05,07:30:00,0.047,0.04,0.0,0.0,2007-10-05 07:30:00
Initial Jobless Claims,308.0,317k,W,2007-10-11,07:30:00,315.0,3.75,-7.0,-0.4978223466043152,2007-10-11 07:30:00
PPI Ex Food and Energy MoM,0.001,0.002,M,2007-10-12,07:30:00,0.002,0.05,-0.001,-0.0014931490633559583,2007-10-12 07:30:00
U. of Mich. Sentiment,82.0,83.4,M,2007-10-12,09:00:00,84.0,1.26,-2.0,-0.7095474824134236,2007-10-12 09:00:00
Industrial Production MoM,0.001,0.002,M,2007-10-16,08:15:00,0.001,0.14,0.0,0.0,2007-10-16 08:15:00
CPI Ex Food and Energy YoY,0.021,0.021,M,2007-10-17,07:30:00,0.021,0.04,0.0,0.0,2007-10-17 07:30:00
Initial Jobless Claims,337.0,308k,W,2007-10-18,07:30:00,312.0,5.81,25.0,1.7699172828626373,2007-10-18 07:30:00
Initial Jobless Claims,331.0,337k,W,2007-10-25,07:30:00,320.0,5.43,11.0,0.779536212081826,2007-10-25 07:30:00
U. of Mich. Sentiment,80.9,82,M,2007-10-26,09:00:00,82.0,0.69,-1.0999999999999943,-0.3936282267117039,2007-10-26 09:00:00
GDP Annualized QoQ,0.039,0.038,Q,2007-10-31,07:30:00,0.031,0.39,0.008,0.043493890230562555,2007-10-31 07:30:00
Initial Jobless Claims,327.0,331k,W,2007-11-01,07:30:00,330.0,8.93,-3.0,-0.21304478783330275,2007-11-01 07:30:00
ISM Manufacturing,50.9,52,M,2007-11-01,09:00:00,51.5,0.68,-0.6000000000000014,-0.3263765930218136,2007-11-01 09:00:00
Change in Nonfarm Payrolls,166.0,110k,M,2007-11-02,07:30:00,85.0,17.98,81.0,1.2516487596611763,2007-11-02 07:30:00
Unemployment Rate,0.047,0.047,M,2007-11-02,07:30:00,0.047,0.04,0.0,0.0,2007-11-02 07:30:00
Initial Jobless Claims,317.0,327k,W,2007-11-08,07:30:00,325.0,7.08,-8.0,-0.5689278836132525,2007-11-08 07:30:00
U. of Mich. Sentiment,75.0,80.9,M,2007-11-09,09:00:00,80.0,1.09,-5.0,-1.7584708835209915,2007-11-09 09:00:00
PPI Ex Food and Energy MoM,0.0,0.001,M,2007-11-14,07:30:00,0.002,0.09,-0.002,-0.0030108897414305082,2007-11-14 07:30:00
CPI Ex Food and Energy YoY,0.022,0.021,M,2007-11-15,07:30:00,0.022,0.06,0.0,0.0,2007-11-15 07:30:00
Initial Jobless Claims,339.0,317k,W,2007-11-15,07:30:00,320.0,9.6,19.0,1.3490332883877285,2007-11-15 07:30:00
Industrial Production MoM,-0.005,0.001,M,2007-11-16,08:15:00,0.001,0.17,-0.006,-0.009031488973721814,2007-11-16 08:15:00
Initial Jobless Claims,330.0,339k,W,2007-11-21,07:30:00,330.0,4.96,0.0,0.0,2007-11-21 07:30:00
U. of Mich. Sentiment,76.1,75,M,2007-11-21,09:00:00,75.0,1.35,1.0999999999999943,0.38974522518818516,2007-11-21 09:00:00
GDP Annualized QoQ,0.049,0.039,Q,2007-11-29,07:30:00,0.049,0.28,0.0,0.0,2007-11-29 07:30:00
Initial Jobless Claims,352.0,330k,W,2007-11-29,07:30:00,330.0,7.97,22.0,1.5609635287491204,2007-11-29 07:30:00
ISM Manufacturing,50.8,50.9,M,2007-12-03,09:00:00,50.8,0.73,0.0,0.0,2007-12-03 09:00:00
Initial Jobless Claims,338.0,352k,W,2007-12-06,07:30:00,335.0,7.71,3.0,0.21331862483366182,2007-12-06 07:30:00
Change in Nonfarm Payrolls,94.0,166k,M,2007-12-07,07:30:00,80.0,31.26,14.0,0.21806611416969718,2007-12-07 07:30:00
Unemployment Rate,0.047,0.047,M,2007-12-07,07:30:00,0.048,0.04,-0.0010000000000000009,-0.0015178352657614774,2007-12-07 07:30:00
U. of Mich. Sentiment,74.5,76.1,M,2007-12-07,09:00:00,75.0,1.49,-0.5,-0.17885815487878157,2007-12-07 09:00:00
PPI Ex Food and Energy MoM,0.004,0,M,2007-12-13,07:30:00,0.002,0.05,0.002,0.0030359091369807716,2007-12-13 07:30:00
Initial Jobless Claims,333.0,338k,W,2007-12-13,07:30:00,335.0,7.39,-2.0,-0.14251773043560334,2007-12-13 07:30:00
CPI Ex Food and Energy YoY,0.023,0.022,M,2007-12-14,07:30:00,0.023,0.07,0.0,0.0,2007-12-14 07:30:00
Industrial Production MoM,0.003,-0.005,M,2007-12-14,08:15:00,0.002,0.15,0.001,0.0015177442870795822,2007-12-14 08:15:00
GDP Annualized QoQ,0.049,0.049,Q,2007-12-20,07:30:00,0.049,0.08,0.0,0.0,2007-12-20 07:30:00
Initial Jobless Claims,346.0,333k,W,2007-12-20,07:30:00,335.0,4.63,11.0,0.7846433512189928,2007-12-20 07:30:00
U. of Mich. Sentiment,75.5,74.5,M,2007-12-21,09:00:00,74.5,0.9,1.0,0.3604916236724044,2007-12-21 09:00:00
Initial Jobless Claims,349.0,346k,W,2007-12-27,07:30:00,340.0,5.01,9.0,0.6429070708609492,2007-12-27 07:30:00
ISM Manufacturing,47.7,50.8,M,2008-01-02,09:00:00,50.5,0.72,-2.799999999999997,-1.511179455061353,2008-01-02 09:00:00
Initial Jobless Claims,336.0,349k,W,2008-01-03,07:30:00,345.0,4.43,-9.0,-0.643655446399219,2008-01-03 07:30:00
Change in Nonfarm Payrolls,18.0,94k,M,2008-01-04,07:30:00,70.0,17.21,-52.0,-0.814946150691452,2008-01-04 07:30:00
Unemployment Rate,0.05,0.047,M,2008-01-04,07:30:00,0.048,0.05,0.0020000000000000018,0.003060991219139328,2008-01-04 07:30:00
Initial Jobless Claims,322.0,336k,W,2008-01-10,07:30:00,340.0,6.71,-18.0,-1.2851350728927524,2008-01-10 07:30:00
PPI Ex Food and Energy MoM,0.002,0.004,M,2008-01-15,07:30:00,0.002,0.06,0.0,0.0,2008-01-15 07:30:00
CPI Ex Food and Energy YoY,0.024,0.023,M,2008-01-16,07:30:00,0.024,0.05,0.0,0.0,2008-01-16 07:30:00
Industrial Production MoM,0.0,0.003,M,2008-01-16,08:15:00,-0.002,0.17,0.002,0.003060811264087253,2008-01-16 08:15:00
Initial Jobless Claims,301.0,322k,W,2008-01-17,07:30:00,331.0,8.03,-30.0,-2.124433033397429,2008-01-17 07:30:00
U. of Mich. Sentiment,80.5,75.5,M,2008-01-18,09:00:00,74.5,1.71,6.0,2.08741509762025,2008-01-18 09:00:00
Initial Jobless Claims,301.0,301k,W,2008-01-24,07:30:00,320.0,9.99,-19.0,-1.3428634355711802,2008-01-24 07:30:00
GDP Annualized QoQ,0.006,0.049,Q,2008-01-30,07:30:00,0.012,0.36,-0.006,-0.03554279866127147,2008-01-30 07:30:00
Initial Jobless Claims,375.0,301k,W,2008-01-31,07:30:00,319.0,9.68,56.0,3.8378623051143665,2008-01-31 07:30:00
Change in Nonfarm Payrolls,-17.0,18k,M,2008-02-01,07:30:00,70.0,30.05,-87.0,-1.3598684949141295,2008-02-01 07:30:00
Unemployment Rate,0.049,0.05,M,2008-02-01,07:30:00,0.05,0.06,-0.0010000000000000009,-0.0015432561634804588,2008-02-01 07:30:00
U. of Mich. Sentiment,78.4,80.5,M,2008-02-01,09:00:00,79.0,1.72,-0.5999999999999943,-0.21070530273619267,2008-02-01 09:00:00
ISM Manufacturing,50.7,47.7,M,2008-02-01,09:00:00,47.3,1.21,3.4000000000000057,1.805060944256322,2008-02-01 09:00:00
Initial Jobless Claims,356.0,375k,W,2008-02-07,07:30:00,342.0,10.25,14.0,0.9598143528363937,2008-02-07 07:30:00
Initial Jobless Claims,348.0,356k,W,2008-02-14,07:30:00,347.0,11.15,1.0,0.06871056448271518,2008-02-14 07:30:00
Industrial Production MoM,0.001,0,M,2008-02-15,08:15:00,0.001,0.13,0.0,0.0,2008-02-15 08:15:00
U. of Mich. Sentiment,69.6,78.4,M,2008-02-15,09:00:00,76.0,2.68,-6.400000000000006,-2.172782516611215,2008-02-15 09:00:00
CPI Ex Food and Energy YoY,0.025,0.024,M,2008-02-20,07:30:00,0.024,0.05,0.0010000000000000009,0.001295884856525638,2008-02-20 07:30:00
Initial Jobless Claims,349.0,348k,W,2008-02-21,07:30:00,349.0,5.36,0.0,0.0,2008-02-21 07:30:00
PPI Ex Food and Energy MoM,0.004,0.002,M,2008-02-26,07:30:00,0.002,0.08,0.002,0.0030867780349801096,2008-02-26 07:30:00
GDP Annualized QoQ,0.006,0.006,Q,2008-02-28,07:30:00,0.008,0.16,-0.002,-0.012191831408507575,2008-02-28 07:30:00
Initial Jobless Claims,373.0,349k,W,2008-02-28,07:30:00,350.0,4.67,23.0,1.579144249669515,2008-02-28 07:30:00
U. of Mich. Sentiment,70.8,69.6,M,2008-02-29,09:00:00,70.0,0.98,0.7999999999999972,0.2739019188445889,2008-02-29 09:00:00
ISM Manufacturing,48.3,50.7,M,2008-03-03,09:00:00,48.0,1.19,0.29999999999999716,0.16081052142761793,2008-03-03 09:00:00
Initial Jobless Claims,351.0,373k,W,2008-03-06,07:30:00,360.0,6.57,-9.0,-0.6186881072433432,2008-03-06 07:30:00
Change in Nonfarm Payrolls,-63.0,-17k,M,2008-03-07,07:30:00,20.0,32.72,-83.0,-1.2962180836737311,2008-03-07 07:30:00
Unemployment Rate,0.048,0.049,M,2008-03-07,07:30:00,0.05,0.06,-0.0020000000000000018,-0.0031123019366987776,2008-03-07 07:30:00
Initial Jobless Claims,353.0,351k,W,2008-03-13,07:30:00,357.0,5.14,-4.0,-0.2755202627397997,2008-03-13 07:30:00
CPI Ex Food and Energy YoY,0.023,0.025,M,2008-03-14,07:30:00,0.024,0.07,-0.0010000000000000009,-0.001305640930859663,2008-03-14 07:30:00
U. of Mich. Sentiment,70.5,70.8,M,2008-03-14,09:00:00,69.3,1.8,1.2000000000000028,0.4139047539924848,2008-03-14 09:00:00
Industrial Production MoM,-0.005,0.001,M,2008-03-17,08:15:00,-0.001,0.17,-0.004,-0.006224182719889786,2008-03-17 08:15:00
PPI Ex Food and Energy MoM,0.005,0.004,M,2008-03-18,07:30:00,0.002,0.06,0.003,0.004669094329393797,2008-03-18 07:30:00
Initial Jobless Claims,378.0,353k,W,2008-03-20,07:30:00,360.0,13.08,18.0,1.2387191111907805,2008-03-20 07:30:00
GDP Annualized QoQ,0.006,0.006,Q,2008-03-27,07:30:00,0.006,0.12,0.0,0.0,2008-03-27 07:30:00
Initial Jobless Claims,366.0,378k,W,2008-03-27,07:30:00,370.0,12.39,-4.0,-0.2758176146031296,2008-03-27 07:30:00
U. of Mich. Sentiment,69.5,70.5,M,2008-03-28,09:00:00,70.0,0.78,-0.5,-0.1741111064992746,2008-03-28 09:00:00
ISM Manufacturing,48.6,48.3,M,2008-04-01,09:00:00,47.5,0.95,1.1000000000000014,0.5943827894019382,2008-04-01 09:00:00
Initial Jobless Claims,407.0,366k,W,2008-04-03,07:30:00,366.0,7.32,41.0,2.786439383633479,2008-04-03 07:30:00
Change in Nonfarm Payrolls,-80.0,-63k,M,2008-04-04,07:30:00,-50.0,31.94,-30.0,-0.472838379607874,2008-04-04 07:30:00
Unemployment Rate,0.051,0.048,M,2008-04-04,07:30:00,0.05,0.06,0.000999999999999994,0.0015692480324741803,2008-04-04 07:30:00
Initial Jobless Claims,357.0,407k,W,2008-04-10,07:30:00,383.0,13.5,-26.0,-1.7579968022917702,2008-04-10 07:30:00
U. of Mich. Sentiment,63.2,69.5,M,2008-04-11,09:00:00,69.0,1.78,-5.799999999999997,-1.970470298462966,2008-04-11 09:00:00
PPI Ex Food and Energy MoM,0.002,0.005,M,2008-04-15,07:30:00,0.002,0.11,0.0,0.0,2008-04-15 07:30:00
CPI Ex Food and Energy YoY,0.024,0.023,M,2008-04-16,07:30:00,0.024,0.13,0.0,0.0,2008-04-16 07:30:00
Industrial Production MoM,0.003,-0.005,M,2008-04-16,08:15:00,-0.001,0.17,0.004,0.006276773932954652,2008-04-16 08:15:00
Initial Jobless Claims,372.0,357k,W,2008-04-17,07:30:00,375.0,10.73,-3.0,-0.20326722794116925,2008-04-17 07:30:00
Initial Jobless Claims,342.0,372k,W,2008-04-24,07:30:00,375.0,4.13,-33.0,-2.2154329680796576,2008-04-24 07:30:00
U. of Mich. Sentiment,62.6,63.2,M,2008-04-25,09:00:00,63.2,1.32,-0.6000000000000014,-0.20579517353889007,2008-04-25 09:00:00
GDP Annualized QoQ,0.006,0.006,Q,2008-04-30,07:30:00,0.005,0.49,0.001,0.006456414046533869,2008-04-30 07:30:00
Initial Jobless Claims,380.0,342k,W,2008-05-01,07:30:00,365.0,8.39,15.0,1.0071908037440462,2008-05-01 07:30:00
ISM Manufacturing,48.6,48.6,M,2008-05-01,09:00:00,48.0,0.77,0.6000000000000014,0.32728433371860194,2008-05-01 09:00:00
Change in Nonfarm Payrolls,-20.0,-80k,M,2008-05-02,07:30:00,-75.0,25.54,55.0,0.8650606448664955,2008-05-02 07:30:00
Unemployment Rate,0.05,0.051,M,2008-05-02,07:30:00,0.052,0.06,-0.001999999999999995,-0.0031648942787091787,2008-05-02 07:30:00
Initial Jobless Claims,365.0,380k,W,2008-05-08,07:30:00,370.0,7.49,-5.0,-0.33636813012101446,2008-05-08 07:30:00
CPI Ex Food and Energy YoY,0.023,0.024,M,2008-05-14,07:30:00,0.024,0.04,-0.0010000000000000009,-0.0013255831132149704,2008-05-14 07:30:00
Initial Jobless Claims,371.0,365k,W,2008-05-15,07:30:00,370.0,6.38,1.0,0.06742317901589913,2008-05-15 07:30:00
Industrial Production MoM,-0.007,0.003,M,2008-05-15,08:15:00,-0.003,0.25,-0.004,-0.006329436143505478,2008-05-15 08:15:00
U. of Mich. Sentiment,59.5,62.6,M,2008-05-16,09:00:00,62.0,1.48,-2.5,-0.8612715747886864,2008-05-16 09:00:00
PPI Ex Food and Energy MoM,0.004,0.002,M,2008-05-20,07:30:00,0.002,0.08,0.002,0.0031654113652427773,2008-05-20 07:30:00
Initial Jobless Claims,365.0,371k,W,2008-05-22,07:30:00,373.0,4.45,-8.0,-0.5401770223873635,2008-05-22 07:30:00
GDP Annualized QoQ,0.009,0.006,Q,2008-05-29,07:30:00,0.009,0.15,0.0,0.0,2008-05-29 07:30:00
Initial Jobless Claims,372.0,365k,W,2008-05-29,07:30:00,370.0,4.91,2.0,0.13534209053692442,2008-05-29 07:30:00
U. of Mich. Sentiment,59.8,59.5,M,2008-05-30,09:00:00,59.5,1.44,0.29999999999999716,0.10430211438670287,2008-05-30 09:00:00
ISM Manufacturing,49.6,48.6,M,2008-06-02,09:00:00,48.5,0.78,1.1000000000000014,0.6048651715898954,2008-06-02 09:00:00
Initial Jobless Claims,357.0,372k,W,2008-06-05,07:30:00,375.0,3.94,-18.0,-1.2165207365431938,2008-06-05 07:30:00
Change in Nonfarm Payrolls,-49.0,-20k,M,2008-06-06,07:30:00,-60.0,22.71,11.0,0.1744117402514883,2008-06-06 07:30:00
Unemployment Rate,0.055,0.05,M,2008-06-06,07:30:00,0.051,0.06,0.0040000000000000036,0.0063836048022821125,2008-06-06 07:30:00
Initial Jobless Claims,384.0,357k,W,2008-06-12,07:30:00,370.0,6.44,14.0,0.9465662486264423,2008-06-12 07:30:00
CPI Ex Food and Energy YoY,0.023,0.023,M,2008-06-13,07:30:00,0.023,0.1,0.0,0.0,2008-06-13 07:30:00
U. of Mich. Sentiment,56.7,59.8,M,2008-06-13,09:00:00,59.0,1.55,-2.299999999999997,-0.8039234279088054,2008-06-13 09:00:00
PPI Ex Food and Energy MoM,0.002,0.004,M,2008-06-17,07:30:00,0.002,0.08,0.0,0.0,2008-06-17 07:30:00
Industrial Production MoM,-0.002,-0.007,M,2008-06-17,08:15:00,0.001,0.16,-0.003,-0.004787087758440868,2008-06-17 08:15:00
Initial Jobless Claims,381.0,384k,W,2008-06-19,07:30:00,375.0,5.82,6.0,0.40645498918484946,2008-06-19 07:30:00
GDP Annualized QoQ,0.01,0.009,Q,2008-06-26,07:30:00,0.01,0.1,0.0,0.0,2008-06-26 07:30:00
Initial Jobless Claims,384.0,381k,W,2008-06-26,07:30:00,375.0,4.92,9.0,0.6106072035341531,2008-06-26 07:30:00
U. of Mich. Sentiment,56.4,56.7,M,2008-06-27,09:00:00,56.7,0.7,-0.30000000000000426,-0.10587309434525298,2008-06-27 09:00:00
ISM Manufacturing,50.2,49.6,M,2008-07-01,09:00:00,48.5,0.71,1.7000000000000028,0.9390689357160689,2008-07-01 09:00:00
Change in Nonfarm Payrolls,-62.0,-49k,M,2008-07-03,07:30:00,-60.0,21.8,-2.0,-0.032006093345885854,2008-07-03 07:30:00
Unemployment Rate,0.055,0.055,M,2008-07-03,07:30:00,0.054,0.09,0.0010000000000000009,0.0016094589899013577,2008-07-03 07:30:00
Initial Jobless Claims,404.0,384k,W,2008-07-03,07:30:00,385.0,5.77,19.0,1.2875465696850195,2008-07-03 07:30:00
Initial Jobless Claims,346.0,404k,W,2008-07-10,07:30:00,395.0,11.15,-49.0,-3.2473920314450333,2008-07-10 07:30:00
U. of Mich. Sentiment,56.6,56.4,M,2008-07-11,09:00:00,55.5,1.13,1.1000000000000014,0.39095761729410694,2008-07-11 09:00:00
PPI Ex Food and Energy MoM,0.002,0.002,M,2008-07-15,07:30:00,0.003,0.07,-0.001,-0.0016096100904165742,2008-07-15 07:30:00
CPI Ex Food and Energy YoY,0.024,0.023,M,2008-07-16,07:30:00,0.023,0.05,0.0010000000000000009,0.0013461108692527273,2008-07-16 07:30:00
Industrial Production MoM,0.005,-0.002,M,2008-07-16,08:15:00,0.001,0.22,0.004,0.006437226212066739,2008-07-16 08:15:00
Initial Jobless Claims,366.0,346k,W,2008-07-17,07:30:00,380.0,13.95,-14.0,-0.9279888805625074,2008-07-17 07:30:00
Initial Jobless Claims,406.0,366k,W,2008-07-24,07:30:00,380.0,13.08,26.0,1.7164362379156934,2008-07-24 07:30:00
U. of Mich. Sentiment,61.2,56.6,M,2008-07-25,09:00:00,56.4,0.57,4.800000000000004,1.670862996478895,2008-07-25 09:00:00
GDP Annualized QoQ,0.019,0.01,Q,2008-07-31,07:30:00,0.023,0.54,-0.004,-0.028147334867206105,2008-07-31 07:30:00
Initial Jobless Claims,448.0,406k,W,2008-07-31,07:30:00,393.0,12.38,55.0,3.5396210430037804,2008-07-31 07:30:00
Change in Nonfarm Payrolls,-51.0,-62k,M,2008-08-01,07:30:00,-75.0,20.45,24.0,0.38643081329559814,2008-08-01 07:30:00
Unemployment Rate,0.057,0.055,M,2008-08-01,07:30:00,0.056,0.07,0.0010000000000000009,0.001623172386863733,2008-08-01 07:30:00
ISM Manufacturing,50.0,50.2,M,2008-08-01,09:00:00,49.0,0.79,1.0,0.5571347050574613,2008-08-01 09:00:00
Initial Jobless Claims,455.0,448k,W,2008-08-07,07:30:00,425.0,13.24,30.0,1.920125316412276,2008-08-07 07:30:00
CPI Ex Food and Energy YoY,0.025,0.024,M,2008-08-14,07:30:00,0.024,0.04,0.0010000000000000009,0.0013565910941282394,2008-08-14 07:30:00
Initial Jobless Claims,450.0,455k,W,2008-08-14,07:30:00,435.0,14.74,15.0,0.9604887936044754,2008-08-14 07:30:00
Industrial Production MoM,0.002,0.005,M,2008-08-15,08:15:00,0.0,0.18,0.002,0.0032460773072622924,2008-08-15 08:15:00
U. of Mich. Sentiment,61.7,61.2,M,2008-08-15,09:00:00,62.0,2.03,-0.29999999999999716,-0.10543889718712708,2008-08-15 09:00:00
PPI Ex Food and Energy MoM,0.007,0.002,M,2008-08-19,07:30:00,0.002,0.06,0.005,0.008116944850425554,2008-08-19 07:30:00
Initial Jobless Claims,432.0,450k,W,2008-08-21,07:30:00,440.0,12.69,-8.0,-0.5130219277738977,2008-08-21 07:30:00
GDP Annualized QoQ,0.033,0.019,Q,2008-08-28,07:30:00,0.027,0.19,0.006000000000000002,0.04345739443294197,2008-08-28 07:30:00
Initial Jobless Claims,425.0,432k,W,2008-08-28,07:30:00,425.0,9.79,0.0,0.0,2008-08-28 07:30:00
U. of Mich. Sentiment,63.0,61.7,M,2008-08-29,09:00:00,62.0,0.87,1.0,0.35421753045426,2008-08-29 09:00:00
ISM Manufacturing,49.9,50,M,2008-09-02,09:00:00,50.0,0.73,-0.10000000000000142,-0.05621227050650803,2008-09-02 09:00:00
Initial Jobless Claims,444.0,425k,W,2008-09-04,07:30:00,420.0,11.26,24.0,1.538493101019004,2008-09-04 07:30:00
Change in Nonfarm Payrolls,-84.0,-51k,M,2008-09-05,07:30:00,-75.0,20.93,-9.0,-0.14630585272305457,2008-09-05 07:30:00
Unemployment Rate,0.061,0.057,M,2008-09-05,07:30:00,0.057,0.07,0.003999999999999997,0.006548374239624101,2008-09-05 07:30:00
Initial Jobless Claims,445.0,444k,W,2008-09-11,07:30:00,440.0,10.64,5.0,0.3211875984484455,2008-09-11 07:30:00
PPI Ex Food and Energy MoM,0.002,0.007,M,2008-09-12,07:30:00,0.002,0.12,0.0,0.0,2008-09-12 07:30:00
U. of Mich. Sentiment,73.1,63,M,2008-09-12,09:00:00,64.0,1.51,9.099999999999994,2.965545080961139,2008-09-12 09:00:00
Industrial Production MoM,-0.011,0.002,M,2008-09-15,08:15:00,-0.003,0.25,-0.008,-0.013094021056421917,2008-09-15 08:15:00
CPI Ex Food and Energy YoY,0.025,0.025,M,2008-09-16,07:30:00,0.026,0.04,-0.0009999999999999974,-0.0013671802875253917,2008-09-16 07:30:00
Initial Jobless Claims,455.0,445k,W,2008-09-18,07:30:00,440.0,8.61,15.0,0.9640115246126042,2008-09-18 07:30:00
Initial Jobless Claims,493.0,455k,W,2008-09-25,07:30:00,450.0,14.8,43.0,2.726488197795793,2008-09-25 07:30:00
GDP Annualized QoQ,0.028,0.033,Q,2008-09-26,07:30:00,0.033,0.09,-0.005000000000000001,-0.037264796089898376,2008-09-26 07:30:00
U. of Mich. Sentiment,70.3,73.1,M,2008-09-26,09:00:00,70.8,1.94,-0.5,-0.16448582422056263,2008-09-26 09:00:00
ISM Manufacturing,43.5,49.9,M,2008-10-01,09:00:00,49.5,0.72,-6.0,-3.0567551360047847,2008-10-01 09:00:00
Initial Jobless Claims,497.0,493k,W,2008-10-02,07:30:00,475.0,19.95,22.0,1.3927895743310643,2008-10-02 07:30:00
Change in Nonfarm Payrolls,-159.0,-84k,M,2008-10-03,07:30:00,-105.0,19.94,-54.0,-0.8827575208113545,2008-10-03 07:30:00
Unemployment Rate,0.061,0.061,M,2008-10-03,07:30:00,0.061,0.07,0.0,0.0,2008-10-03 07:30:00
Initial Jobless Claims,478.0,497k,W,2008-10-09,07:30:00,475.0,12.29,3.0,0.19034416731906054,2008-10-09 07:30:00
PPI Ex Food and Energy MoM,0.004,0.002,M,2008-10-15,07:30:00,0.002,0.07,0.002,0.0033025621382976604,2008-10-15 07:30:00
CPI Ex Food and Energy YoY,0.025,0.025,M,2008-10-16,07:30:00,0.025,0.06,0.0,0.0,2008-10-16 07:30:00
Initial Jobless Claims,461.0,478k,W,2008-10-16,07:30:00,470.0,10.39,-9.0,-0.5717484318891555,2008-10-16 07:30:00
Industrial Production MoM,-0.028,-0.011,M,2008-10-16,08:15:00,-0.008,0.5,-0.02,-0.033008076363933894,2008-10-16 08:15:00
U. of Mich. Sentiment,57.5,70.3,M,2008-10-17,09:00:00,65.0,3.38,-7.5,-2.362401389393227,2008-10-17 09:00:00
Initial Jobless Claims,478.0,461k,W,2008-10-23,07:30:00,468.0,10.95,10.0,0.636270030050477,2008-10-23 07:30:00
GDP Annualized QoQ,-0.003,0.028,Q,2008-10-30,07:30:00,-0.005,0.55,0.002,0.015341689984165031,2008-10-30 07:30:00
Initial Jobless Claims,479.0,478k,W,2008-10-30,07:30:00,475.0,5.71,4.0,0.2550591141244366,2008-10-30 07:30:00
U. of Mich. Sentiment,57.6,57.5,M,2008-10-31,09:00:00,57.5,1.89,0.10000000000000142,0.03180064866552876,2008-10-31 09:00:00
ISM Manufacturing,38.9,43.5,M,2008-11-03,09:00:00,41.0,1.75,-2.1000000000000014,-1.0658407220897097,2008-11-03 09:00:00
Initial Jobless Claims,481.0,479k,W,2008-11-06,07:30:00,477.0,5.97,4.0,0.25561147772012544,2008-11-06 07:30:00
Change in Nonfarm Payrolls,-240.0,-159k,M,2008-11-07,07:30:00,-200.0,34.76,-40.0,-0.6591314107877569,2008-11-07 07:30:00
Unemployment Rate,0.065,0.061,M,2008-11-07,07:30:00,0.063,0.07,0.0020000000000000018,0.003330613809441435,2008-11-07 07:30:00
Initial Jobless Claims,516.0,481k,W,2008-11-13,07:30:00,480.0,7.06,36.0,2.281226097306621,2008-11-13 07:30:00
U. of Mich. Sentiment,57.9,57.6,M,2008-11-14,09:00:00,57.0,2.02,0.8999999999999986,0.2886449485810382,2008-11-14 09:00:00
Industrial Production MoM,0.013,-0.028,M,2008-11-17,08:15:00,0.002,0.6,0.011,0.01831243731258497,2008-11-17 08:15:00
PPI Ex Food and Energy MoM,0.004,0.004,M,2008-11-18,07:30:00,0.001,0.13,0.003,0.004996498232829816,2008-11-18 07:30:00
